id,original_text,text_for_sentiment,aspect,label_for_sentiment
4073,الجيم جميل ، كبير وفريحي جدا جدا ، وكل الناس بتتعامل بود وحب وشفافية ، والمدربين الأبطال متعاونين جدا ، وميزتهم التواضع وكمان اللاعيبة الأبطال متعاونين وكابتن مكي إنسان رائع رائع رائع رائع ، شكرا لكل الناس في الجيم,الجيم جميل ، كبير وفريحي جدا جدا ، وكل الناس بتتعامل بود وحب وشفافية ، والمدربين الابطال متعاونين جدا ، وميزتهم التواضع وكمان اللاعيبة الابطال متعاونين وكابتن مكي انسان رايع رايع رايع رايع ، شكرا لكل الناس في الجيم [ASPECT] ambiance,ambiance,positive
4073,الجيم جميل ، كبير وفريحي جدا جدا ، وكل الناس بتتعامل بود وحب وشفافية ، والمدربين الأبطال متعاونين جدا ، وميزتهم التواضع وكمان اللاعيبة الأبطال متعاونين وكابتن مكي إنسان رائع رائع رائع رائع ، شكرا لكل الناس في الجيم,الجيم جميل ، كبير وفريحي جدا جدا ، وكل الناس بتتعامل بود وحب وشفافية ، والمدربين الابطال متعاونين جدا ، وميزتهم التواضع وكمان اللاعيبة الابطال متعاونين وكابتن مكي انسان رايع رايع رايع رايع ، شكرا لكل الناس في الجيم [ASPECT] service,service,positive
4497,مع أنه مطعم صغير جدا ولكن شعله من النشاط .والطعام الشعبى كله جميل.,مع انه مطعم صغير جدا ولكن شعله من النشاط .والطعام الشعبي كله جميل. [ASPECT] ambiance,ambiance,positive
4497,مع أنه مطعم صغير جدا ولكن شعله من النشاط .والطعام الشعبى كله جميل.,مع انه مطعم صغير جدا ولكن شعله من النشاط .والطعام الشعبي كله جميل. [ASPECT] food,food,positive
739,احنا طلبنا الأكل في رمضان و اتأكدنا قبل الفطار ان الاوردر جهز و قالنا انه فعلاً طلع و بعدين محدش جه و لا رد علينا و لا حتى قال انهم مش هيجيبوا الأكل .. خدمة العملاء منتهى القرف وقلة الذوق,احنا طلبنا الاكل في رمضان و اتاكدنا قبل الفطار ان الاوردر جهز و قالنا انه فعلا طلع و بعدين محدش جه و لا رد علينا و لا حتي قال انهم مش هيجيبوا الاكل .. خدمة العملاء منتهي القرف وقلة الذوق [ASPECT] delivery,delivery,negative
739,احنا طلبنا الأكل في رمضان و اتأكدنا قبل الفطار ان الاوردر جهز و قالنا انه فعلاً طلع و بعدين محدش جه و لا رد علينا و لا حتى قال انهم مش هيجيبوا الأكل .. خدمة العملاء منتهى القرف وقلة الذوق,احنا طلبنا الاكل في رمضان و اتاكدنا قبل الفطار ان الاوردر جهز و قالنا انه فعلا طلع و بعدين محدش جه و لا رد علينا و لا حتي قال انهم مش هيجيبوا الاكل .. خدمة العملاء منتهي القرف وقلة الذوق [ASPECT] service,service,negative
6490,تطبيق كويس والدعم كويس,تطبيق كويس والدعم كويس [ASPECT] app_experience,app_experience,positive
6490,تطبيق كويس والدعم كويس,تطبيق كويس والدعم كويس [ASPECT] service,service,positive
6324,تجربه سيئه غير ملتزمين,تجربه سييه غير ملتزمين [ASPECT] service,service,negative
4185,السلام عليكم انا محمد علي 14سنه من سنه والدي راح ليشترك لي في جيم Gem H2o رانه جم كبير  وبعد الاشتراق قال لزم مدرب بلشهر علشان يدربه وكم مبلغ المدرب 3000 جنيه بعد ما دفعت المدرب ما بقاش يهتم وسيبني اتدرب ويروح هو مدربين اصدقاؤه تانيين يفضلوا يبصوا عليا ويضحكوا علشان انا جسمي مليان فتح رقت وما بقتش اروح لمده فتره كبيره وبعد فتره كبيره رحت الجيم لكن فرع ثاني واول ما دخلت قالوا لي انت سارق الكارت ولا ايه نفس اللي حصل في الفرع الاول حصل في الفرع الثاني فتحت وما بقتش اروح ثاني,السلام عليكم انا محمد علي 14سنه من سنه والدي راح ليشترك لي في جيم Gem H2o رانه جم كبير وبعد الاشتراق قال لزم مدرب بلشهر علشان يدربه وكم مبلغ المدرب 300 جنيه بعد ما دفعت المدرب ما بقاش يهتم وسيبني اتدرب ويروح هو مدربين اصدقاوه تانيين يفضلوا يبصوا عليا ويضحكوا علشان انا جسمي مليان فتح رقت وما بقتش اروح لمده فتره كبيره وبعد فتره كبيره رحت الجيم لكن فرع ثاني واول ما دخلت قالوا لي انت سارق الكارت ولا ايه نفس اللي حصل في الفرع الاول حصل في الفرع الثاني فتحت وما بقتش اروح ثاني [ASPECT] service,service,negative
4185,السلام عليكم انا محمد علي 14سنه من سنه والدي راح ليشترك لي في جيم Gem H2o رانه جم كبير  وبعد الاشتراق قال لزم مدرب بلشهر علشان يدربه وكم مبلغ المدرب 3000 جنيه بعد ما دفعت المدرب ما بقاش يهتم وسيبني اتدرب ويروح هو مدربين اصدقاؤه تانيين يفضلوا يبصوا عليا ويضحكوا علشان انا جسمي مليان فتح رقت وما بقتش اروح لمده فتره كبيره وبعد فتره كبيره رحت الجيم لكن فرع ثاني واول ما دخلت قالوا لي انت سارق الكارت ولا ايه نفس اللي حصل في الفرع الاول حصل في الفرع الثاني فتحت وما بقتش اروح ثاني,السلام عليكم انا محمد علي 14سنه من سنه والدي راح ليشترك لي في جيم Gem H2o رانه جم كبير وبعد الاشتراق قال لزم مدرب بلشهر علشان يدربه وكم مبلغ المدرب 300 جنيه بعد ما دفعت المدرب ما بقاش يهتم وسيبني اتدرب ويروح هو مدربين اصدقاوه تانيين يفضلوا يبصوا عليا ويضحكوا علشان انا جسمي مليان فتح رقت وما بقتش اروح لمده فتره كبيره وبعد فتره كبيره رحت الجيم لكن فرع ثاني واول ما دخلت قالوا لي انت سارق الكارت ولا ايه نفس اللي حصل في الفرع الاول حصل في الفرع الثاني فتحت وما بقتش اروح ثاني [ASPECT] price,price,negative
4185,السلام عليكم انا محمد علي 14سنه من سنه والدي راح ليشترك لي في جيم Gem H2o رانه جم كبير  وبعد الاشتراق قال لزم مدرب بلشهر علشان يدربه وكم مبلغ المدرب 3000 جنيه بعد ما دفعت المدرب ما بقاش يهتم وسيبني اتدرب ويروح هو مدربين اصدقاؤه تانيين يفضلوا يبصوا عليا ويضحكوا علشان انا جسمي مليان فتح رقت وما بقتش اروح لمده فتره كبيره وبعد فتره كبيره رحت الجيم لكن فرع ثاني واول ما دخلت قالوا لي انت سارق الكارت ولا ايه نفس اللي حصل في الفرع الاول حصل في الفرع الثاني فتحت وما بقتش اروح ثاني,السلام عليكم انا محمد علي 14سنه من سنه والدي راح ليشترك لي في جيم Gem H2o رانه جم كبير وبعد الاشتراق قال لزم مدرب بلشهر علشان يدربه وكم مبلغ المدرب 300 جنيه بعد ما دفعت المدرب ما بقاش يهتم وسيبني اتدرب ويروح هو مدربين اصدقاوه تانيين يفضلوا يبصوا عليا ويضحكوا علشان انا جسمي مليان فتح رقت وما بقتش اروح لمده فتره كبيره وبعد فتره كبيره رحت الجيم لكن فرع ثاني واول ما دخلت قالوا لي انت سارق الكارت ولا ايه نفس اللي حصل في الفرع الاول حصل في الفرع الثاني فتحت وما بقتش اروح ثاني [ASPECT] ambiance,ambiance,negative
8793,اجمل برنامج بجد,اجمل برنامج بجد [ASPECT] app_experience,app_experience,positive
8264,سؤال /هل الاعلانات الموجودة محدثة لسنة ٢٠٢٥ ام اعلانات قديمة لانها فى هذه الحالة عديمة الفائدة,سوال /هل الاعلانات الموجودة محدثة لسنة ٢٠٢٥ ام اعلانات قديمة لانها في هذه الحالة عديمة الفايدة [ASPECT] app_experience,app_experience,negative
8120,لا يعمل بشكل صحيح 👎😡,لا يعمل بشكل صحيح 👎😡 [ASPECT] app_experience,app_experience,negative
8658,رائع جدا,رايع جدا [ASPECT] general,general,positive
9940,لا يعمل على متابعة الفنادق النصابه,لا يعمل علي متابعة الفنادق النصابه [ASPECT] app_experience,app_experience,negative
9940,لا يعمل على متابعة الفنادق النصابه,لا يعمل علي متابعة الفنادق النصابه [ASPECT] service,service,negative
5055,من العيادات الملتزمة بالمهنية العالية حيث انه  كان الاستقبال على مستوى من التقدير ، اهنيء ادارة المركز بوجود نخبة من الموظفات في قسم الاستقبال ..,من العيادات الملتزمة بالمهنية العالية حيث انه كان الاستقبال علي مستوي من التقدير ، اهنيء ادارة المركز بوجود نخبة من الموظفات في قسم الاستقبال .. [ASPECT] service,service,positive
6406,سيء جداً جداً تانى اوردر يجي غلط ماانصحش بإستخدامه,سيء جدا جدا تاني اوردر يجي غلط ماانصحش باستخدامه [ASPECT] delivery,delivery,negative
6406,سيء جداً جداً تانى اوردر يجي غلط ماانصحش بإستخدامه,سيء جدا جدا تاني اوردر يجي غلط ماانصحش باستخدامه [ASPECT] app_experience,app_experience,negative
9744,جيدة ولا توجد اي ملاحظات,جيدة ولا توجد اي ملاحظات [ASPECT] general,general,positive
5576,دكتور يوسف number 1,دكتور يوسف number 1 [ASPECT] none,none,neutral
5878,دكتور كريم والدكتور محمد من احسن دكاترة الاسنان اللي قابلتهم، مهنية عالية وأمانه في النصائح المقدمه مستمعين جيدين جدا وتخرج من عندهم وانت راضي,دكتور كريم والدكتور محمد من احسن دكاترة الاسنان اللي قابلتهم، مهنية عالية وامانه في النصايح المقدمه مستمعين جيدين جدا وتخرج من عندهم وانت راضي [ASPECT] service,service,positive
6851,ممتاز لكن الانتظار طويل جدا,ممتاز لكن الانتظار طويل جدا [ASPECT] service,service,neutral
8302,الابلكيشن ممتاز جدا وساعدني الاقي الي بدور عليه,الابلكيشن ممتاز جدا وساعدني الاقي الي بدور عليه [ASPECT] app_experience,app_experience,positive
8829,تطبيق انغامي جميل جدا ويجيب فنانين كويسين حقيقه,تطبيق انغامي جميل جدا ويجيب فنانين كويسين حقيقه [ASPECT] app_experience,app_experience,positive
3957,"اشطر دكتور في العالم هو طبعا د فادي خلع ضرس العقل في 3 دقايق بالظبط و الساعه شاهده معايا 😂
دكتور فادي انا مقدره كل اللي بتعمله معايا جدا من سنده و تشجيع و حب و عطاء و ممتنه لحضرتك و لذوقك معايا و مراعاتك لتعبي و خوفي طول الوقت
حضرتك دكتور عظيم و تستاهل خير الدنيا كله ربنا يكرمك و يزيدك من كرمه بنحبك جداااااا 😍❤",اشطر دكتور في العالم هو طبعا د فادي خلع ضرس العقل في 3 دقايق بالظبط و الساعه شاهده معايا 😂 دكتور فادي انا مقدره كل اللي بتعمله معايا جدا من سنده و تشجيع و حب و عطاء و ممتنه لحضرتك و لذوقك معايا و مراعاتك لتعبي و خوفي طول الوقت حضرتك دكتور عظيم و تستاهل خير الدنيا كله ربنا يكرمك و يزيدك من كرمه بنحبك جداا 😍❤ [ASPECT] service,service,positive
8847,جميل جدا 🥰 في اغاني مش موجوده ف اي تطبيق تاني جميل جدا جدا بصراحه انصح الكل ينزله 🥰🥰🥰♥️♥️♥️♥️♥️,جميل جدا 🥰 في اغاني مش موجوده ف اي تطبيق تاني جميل جدا جدا بصراحه انصح الكل ينزله 🥰🥰♥️♥️♥️♥️♥️ [ASPECT] app_experience,app_experience,positive
1623,"انا بتعامل معاكم من زمان جدا فى فرع التجمع
اول مرة احس انى مضايق جدا انى جيت للمكان
انا خدت اوردر امبارح رقمه 102
وكنت داخل للاستاذ اللى بيعمل بيك اب اساله ١٠٢ خلص ؟
الاقيه بيرد عليا بمنتهى قلة الذوق ويقول. هو انت دفعت حقه ؟
بصتله باستخفاف كده ووريتله الريسيت وهو حتى لاحظ ان طريقته معجبتنيش
يعنى منطقيا كده هسال ازاى على رقم اوردر معين وانا مش دافع فلوسه ؟؟
وهعرف رقمه منين ؟
واحد شكله اول مره يشتغل او يتعامل مع عملاء عشان يسال سؤال غبى زى ده ويحسس العميل انه داخل ياخد اوردر مدفعش حقه وطريقته مستفزة جدااا بجد شيلوا البنى ادم ده من المكان عشان اول مرة الاحظ ان مفيش دقة فى اختيار الموظفين..احنا مش بنيجى بس عشان الاكل احنا بنيجى عشان ( المعاملة والاستقبال ) ولما يكون اول شخص بيقابل العميل فى المكان اخره يشتغل استيوار مع كامل احترامى للمهنة يبقى انتوا محتاجين تراجعوا نفسكم ويكون فى رقابة على الموظفين والتعامل مع العملاء",انا بتعامل معاكم من زمان جدا في فرع التجمع اول مرة احس اني مضايق جدا اني جيت للمكان انا خدت اوردر امبارح رقمه 102 وكنت داخل للاستاذ اللي بيعمل بيك اب اساله ١٠٢ خلص ؟ الاقيه بيرد عليا بمنتهي قلة الذوق ويقول. هو انت دفعت حقه ؟ بصتله باستخفاف كده ووريتله الريسيت وهو حتي لاحظ ان طريقته معجبتنيش يعني منطقيا كده هسال ازاي علي رقم اوردر معين وانا مش دافع فلوسه ؟؟ وهعرف رقمه منين ؟ واحد شكله اول مره يشتغل او يتعامل مع عملاء عشان يسال سوال غبي زي ده ويحسس العميل انه داخل ياخد اوردر مدفعش حقه وطريقته مستفزة جداا بجد شيلوا البني ادم ده من المكان عشان اول مرة الاحظ ان مفيش دقة في اختيار الموظفين..احنا مش بنيجي بس عشان الاكل احنا بنيجي عشان ( المعاملة والاستقبال ) ولما يكون اول شخص بيقابل العميل في المكان اخره يشتغل استيوار مع كامل احترامي للمهنة يبقي انتوا محتاجين تراجعوا نفسكم ويكون في رقابة علي الموظفين والتعامل مع العملاء [ASPECT] service,service,negative
8250,معظم ارقام المُلاك مكتوبة خطأ ١٠ ارقام فقط,معظم ارقام الملاك مكتوبة خطا ١٠ ارقام فقط [ASPECT] app_experience,app_experience,negative
9905,بما اني لن اجربه ولكن اقول جيد,بما اني لن اجربه ولكن اقول جيد [ASPECT] general,general,neutral
7588,جيدا جداً جداً جداً والحاجه وصلت في 3 ايام فقط وبجد الحجات كتير كتير بتجنن,جيدا جدا جدا جدا والحاجه وصلت في 3 ايام فقط وبجد الحجات كتير كتير بتجنن [ASPECT] delivery,delivery,positive
1778,الأكل تمام و كل حاجه حلوه جدا و و كمان بيقدم ولقم درانك في رمضان,الاكل تمام و كل حاجه حلوه جدا و و كمان بيقدم ولقم درانك في رمضان [ASPECT] food,food,positive
8334,كلها شقق وهميه حتى لو الاعلان لسه نازل الموظف يقول مش متوفر ده لو رد اصلاً بينشرو صور وهميه للدعايا,كلها شقق وهميه حتي لو الاعلان لسه نازل الموظف يقول مش متوفر ده لو رد اصلا بينشرو صور وهميه للدعايا [ASPECT] service,service,negative
8334,كلها شقق وهميه حتى لو الاعلان لسه نازل الموظف يقول مش متوفر ده لو رد اصلاً بينشرو صور وهميه للدعايا,كلها شقق وهميه حتي لو الاعلان لسه نازل الموظف يقول مش متوفر ده لو رد اصلا بينشرو صور وهميه للدعايا [ASPECT] app_experience,app_experience,negative
8465,التطبيق مش عاوز يشتغل كل ما اكتب الاميل و الباسورد يقولي فشل في خدمة البيانات ......................... ده كان راي في الأول .. لكن بصراحة انا مش عارف اشكركم ازاي و لا اوصف مدى رضائي بجد .. باختصار يا جماعه انا أول مره اشوف خدمة عملاء زي خدمة عملاء عقار ماب. في أقل من ساعه لقتهم بعتينلي على الفيس بوك بكل ادب ممكن رقم تليفونك للتواصل و كلمتني الاستاذه هناء المحترمه و حلت المشكله بتاعتي في أقل من دقيقه . بجد شكرا عقار ماب شكرا ليكي جدا استاذه #هناء_فؤاد,التطبيق مش عاوز يشتغل كل ما اكتب الاميل و الباسورد يقولي فشل في خدمة البيانات .. ده كان راي في الاول .. لكن بصراحة انا مش عارف اشكركم ازاي و لا اوصف مدي رضايي بجد .. باختصار يا جماعه انا اول مره اشوف خدمة عملاء زي خدمة عملاء عقار ماب. في اقل من ساعه لقتهم بعتينلي علي الفيس بوك بكل ادب ممكن رقم تليفونك للتواصل و كلمتني الاستاذه هناء المحترمه و حلت المشكله بتاعتي في اقل من دقيقه . بجد شكرا عقار ماب شكرا ليكي جدا استاذه #هناء_فواد [ASPECT] app_experience,app_experience,negative
8465,التطبيق مش عاوز يشتغل كل ما اكتب الاميل و الباسورد يقولي فشل في خدمة البيانات ......................... ده كان راي في الأول .. لكن بصراحة انا مش عارف اشكركم ازاي و لا اوصف مدى رضائي بجد .. باختصار يا جماعه انا أول مره اشوف خدمة عملاء زي خدمة عملاء عقار ماب. في أقل من ساعه لقتهم بعتينلي على الفيس بوك بكل ادب ممكن رقم تليفونك للتواصل و كلمتني الاستاذه هناء المحترمه و حلت المشكله بتاعتي في أقل من دقيقه . بجد شكرا عقار ماب شكرا ليكي جدا استاذه #هناء_فؤاد,التطبيق مش عاوز يشتغل كل ما اكتب الاميل و الباسورد يقولي فشل في خدمة البيانات .. ده كان راي في الاول .. لكن بصراحة انا مش عارف اشكركم ازاي و لا اوصف مدي رضايي بجد .. باختصار يا جماعه انا اول مره اشوف خدمة عملاء زي خدمة عملاء عقار ماب. في اقل من ساعه لقتهم بعتينلي علي الفيس بوك بكل ادب ممكن رقم تليفونك للتواصل و كلمتني الاستاذه هناء المحترمه و حلت المشكله بتاعتي في اقل من دقيقه . بجد شكرا عقار ماب شكرا ليكي جدا استاذه #هناء_فواد [ASPECT] service,service,positive
1172,يستحق التحربه ..,يستحق التحربه .. [ASPECT] general,general,positive
5947,مشاءالله اكلهم تحغه الجبن روعه تسلم اديكم,مشاءالله اكلهم تحغه الجبن روعه تسلم اديكم [ASPECT] food,food,positive
3954,"اشكر الدكتور فادي على شغله السريع والمحترف
رجل فاهم واسئل الله ان ينفع به للجميع",اشكر الدكتور فادي علي شغله السريع والمحترف رجل فاهم واسيل الله ان ينفع به للجميع [ASPECT] service,service,positive
8398,عندى مشكله فى ازونات الموبايل مش عاوز يدخل على الاستوديو يعمل اذن لاضافه الصور,عندي مشكله في ازونات الموبايل مش عاوز يدخل علي الاستوديو يعمل اذن لاضافه الصور [ASPECT] app_experience,app_experience,negative
1445,لما يكون الكشف بألف جنيه وادارة المستشفى مقررة ان الاستشارة خلال اسبوعين يبقى من واجبها تخطر المريض بشكل واضح مش تقوله الاستشاره انتهى معادها وادفع الف جنيه من اول وجديد,لما يكون الكشف بالف جنيه وادارة المستشفي مقررة ان الاستشارة خلال اسبوعين يبقي من واجبها تخطر المريض بشكل واضح مش تقوله الاستشاره انتهي معادها وادفع الف جنيه من اول وجديد [ASPECT] price,price,negative
1445,لما يكون الكشف بألف جنيه وادارة المستشفى مقررة ان الاستشارة خلال اسبوعين يبقى من واجبها تخطر المريض بشكل واضح مش تقوله الاستشاره انتهى معادها وادفع الف جنيه من اول وجديد,لما يكون الكشف بالف جنيه وادارة المستشفي مقررة ان الاستشارة خلال اسبوعين يبقي من واجبها تخطر المريض بشكل واضح مش تقوله الاستشاره انتهي معادها وادفع الف جنيه من اول وجديد [ASPECT] service,service,negative
9750,شكرا لكم مهتمين جدا بالمواطن,شكرا لكم مهتمين جدا بالمواطن [ASPECT] service,service,positive
6098,محل جامد بس مش واخد حقه,محل جامد بس مش واخد حقه [ASPECT] general,general,positive
5470,"حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الى الدكتور رائد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله
اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلى عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمنى استمراركم وتفوقكم دايم ♥️♥️♥️♥️",حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الي الدكتور رايد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلي عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمني استمراركم وتفوقكم دايم ♥️♥️♥️♥️ [ASPECT] service,service,positive
5470,"حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الى الدكتور رائد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله
اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلى عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمنى استمراركم وتفوقكم دايم ♥️♥️♥️♥️",حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الي الدكتور رايد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلي عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمني استمراركم وتفوقكم دايم ♥️♥️♥️♥️ [ASPECT] ambiance,ambiance,positive
5470,"حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الى الدكتور رائد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله
اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلى عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمنى استمراركم وتفوقكم دايم ♥️♥️♥️♥️",حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الي الدكتور رايد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلي عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمني استمراركم وتفوقكم دايم ♥️♥️♥️♥️ [ASPECT] price,price,positive
4082,ممنوع يطلعوا اي حد وبيقولك المول محدش بيتمشي فيه,ممنوع يطلعوا اي حد وبيقولك المول محدش بيتمشي فيه [ASPECT] ambiance,ambiance,negative
2861,استاف ممتاز و شيشة رائعة واجواء جميلة ماشاء الله,استاف ممتاز و شيشة رايعة واجواء جميلة ماشاء الله [ASPECT] service,service,positive
2861,استاف ممتاز و شيشة رائعة واجواء جميلة ماشاء الله,استاف ممتاز و شيشة رايعة واجواء جميلة ماشاء الله [ASPECT] food,food,positive
2861,استاف ممتاز و شيشة رائعة واجواء جميلة ماشاء الله,استاف ممتاز و شيشة رايعة واجواء جميلة ماشاء الله [ASPECT] ambiance,ambiance,positive
3953,"الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه
شغلو كويس جدااا جدااا انصح بيه اي شخص
والأسعار كويسه جدا مقابل الخدمه",الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه شغلو كويس جداا جداا انصح بيه اي شخص والاسعار كويسه جدا مقابل الخدمه [ASPECT] service,service,positive
3953,"الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه
شغلو كويس جدااا جدااا انصح بيه اي شخص
والأسعار كويسه جدا مقابل الخدمه",الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه شغلو كويس جداا جداا انصح بيه اي شخص والاسعار كويسه جدا مقابل الخدمه [ASPECT] cleanliness,cleanliness,positive
3953,"الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه
شغلو كويس جدااا جدااا انصح بيه اي شخص
والأسعار كويسه جدا مقابل الخدمه",الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه شغلو كويس جداا جداا انصح بيه اي شخص والاسعار كويسه جدا مقابل الخدمه [ASPECT] price,price,positive
1733,"معندهمش حاجة حلوة غير الـ دبابيس اسبيسي بس.

نقطة تانية غريبة لسه واخد بالي منها: الوجبات ٣ و٥ و٨ كلهم بينزل معاهم كيس عيش واحد، والكيس فيه ٣ عيش. طب إزاي؟

يعني وجبة ٣ مفهوم ينزل معاها ٣ عيش، لكن وجبة ٥ و٨ برضه ينزل معاهم ٣ عيش بس. ومحدش يسكت لو لقى الأوردر بتاعه ناقص، لأن الأستاذ شايف إن لو أخدت أوردر فيه ٥ قطع وأخدت معاه ٣ عيش ده عادي، ولو نزل أكتر يبقى دي خدمة من الويتر والمفروض أدفع أكتر.

مع إننا كنا بنمشيها ودي، يعني مثلًا فطرنا في رمضان عندهم الأسبوع اللي فات:
٢ سلطة و٢ تومية علينا إحنا الـ٨، والعيش كان ناقص لولا إن إحنا طلبنا بزيادة ومشّينا الدنيا.

زمان قبل ما المكان يتجدد كان كويس وجميل، دلوقتي مش مفهوم إيه اللي حصل، والصراحة الموضوع بقى
غريب
و حاطط صور علشان ردهم العقلاني عليا",معندهمش حاجة حلوة غير الـ دبابيس اسبيسي بس. نقطة تانية غريبة لسه واخد بالي منها: الوجبات ٣ و٥ و٨ كلهم بينزل معاهم كيس عيش واحد، والكيس فيه ٣ عيش. طب ازاي؟ يعني وجبة ٣ مفهوم ينزل معاها ٣ عيش، لكن وجبة ٥ و٨ برضه ينزل معاهم ٣ عيش بس. ومحدش يسكت لو لقي الاوردر بتاعه ناقص، لان الاستاذ شايف ان لو اخدت اوردر فيه ٥ قطع واخدت معاه ٣ عيش ده عادي، ولو نزل اكتر يبقي دي خدمة من الويتر والمفروض ادفع اكتر. مع اننا كنا بنمشيها ودي، يعني مثلا فطرنا في رمضان عندهم الاسبوع اللي فات: ٢ سلطة و٢ تومية علينا احنا الـ٨، والعيش كان ناقص لولا ان احنا طلبنا بزيادة ومشينا الدنيا. زمان قبل ما المكان يتجدد كان كويس وجميل، دلوقتي مش مفهوم ايه اللي حصل، والصراحة الموضوع بقي غريب و حاطط صور علشان ردهم العقلاني عليا [ASPECT] food,food,negative
